@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute class {0,1}
@data
5.0,0.0,1217.87,8.0,0
3.0,10.1217,1220.03,23.0,0
3.0,11.1369,1220.03,19.0,0
3.0,10.404,1222.2,23.0,0
3.0,10.5553,1222.2,19.0,0
3.0,10.5678,1224.37,23.0,0
3.0,11.6868,1224.37,23.0,0
3.0,10.4114,1233.08,23.0,0
3.0,10.1359,1226.54,23.0,0
3.0,10.3265,1228.72,23.0,0
3.0,10.73,1233.08,19.0,0
3.0,10.9029,1235.27,23.0,0
3.0,10.57,1239.66,20.0,0
3.0,10.1715,1241.86,20.0,0
4.0,11.4305,1248.48,23.0,0
4.0,11.9695,1250.7,23.0,0
3.0,10.2931,1250.7,20.0,0
4.0,10.0464,1252.92,23.0,0
4.0,11.8196,1252.92,23.0,0
2.0,10.0028,1255.14,23.0,0
3.0,10.1124,1255.14,23.0,0
4.0,12.0464,1255.14,23.0,0
3.0,12.0567,1259.6,23.0,0
2.0,10.019,1268.57,23.0,0
2.0,10.4212,1273.08,23.0,0
2.0,10.5475,1279.87,23.0,0
3.0,10.8742,1300.46,20.0,0
4.0,10.5096,1333.15,10.0,0
6.0,10.737,1359.41,10.0,0
3.0,10.4264,1388.65,10.0,0
3.0,10.1484,1396.06,10.0,0
3.0,10.2907,1403.5,10.0,0
3.0,11.3582,1398.53,10.0,0
4.0,11.1339,1403.5,10.0,0
3.0,11.01,1405.99,10.0,0
3.0,11.7094,1413.49,10.0,0
4.0,10.1944,1423.56,10.0,0
7.0,10.8955,1501.34,21.0,0
5.0,10.3655,1522.79,21.0,0
5.0,10.0566,1530.91,21.0,0
4.0,10.0533,1870.58,12.0,0
8.0,15.7805,63.3281,36.0,0
6.0,12.6688,3.56919,36.0,0
2.0,10.9204,5.26578,47.0,0
1.0,10.0794,5.74931,34.0,0
1.0,10.4944,5.74931,47.0,0
4.0,10.8978,7.04443,36.0,0
2.0,10.3278,7.3022,36.0,0
2.0,10.1679,7.70605,36.0,0
2.0,10.0244,7.92266,47.0,0
6.0,14.0239,14.4993,36.0,0
1.0,10.1496,8.23911,48.0,0
2.0,10.3871,8.31275,48.0,0
1.0,10.1117,8.48549,48.0,0
4.0,11.4674,8.83492,36.0,0
2.0,10.5967,8.96102,13.0,0
4.0,10.0074,12.1053,48.0,0
4.0,10.1117,13.1178,48.0,0
2.0,10.0656,16.0036,37.0,0
2.0,10.55,16.1421,36.0,0
3.0,10.9153,17.28,36.0,0
4.0,10.9224,17.9442,48.0,0
4.0,10.9558,19.5266,48.0,0
2.0,10.0076,17.8695,48.0,0
3.0,10.2057,18.2453,36.0,0
2.0,10.5236,20.666,48.0,0
3.0,10.3168,22.6947,48.0,0
3.0,10.6056,23.8371,48.0,0
4.0,10.385,24.4495,48.0,0
2.0,10.1199,33.4707,48.0,0
3.0,10.9624,34.0377,48.0,0
3.0,10.2257,34.4847,36.0,0
3.0,11.306,36.9372,48.0,0
4.0,11.895,36.6646,48.0,0
2.0,10.098,42.7988,36.0,0
4.0,11.6555,45.4607,48.0,0
3.0,10.3349,46.7216,36.0,0
3.0,10.0719,56.3224,48.0,0
4.0,11.7122,58.7111,48.0,0
7.0,13.3429,78.6923,42.0,0
3.0,10.2213,66.7195,32.0,0
3.0,10.9167,67.2009,43.0,0
3.0,11.2286,67.6857,10.0,0
2.0,10.0158,70.5401,43.0,0
2.0,10.0324,499.978,26.0,0
2.0,10.856,500.866,26.0,0
3.0,10.4376,575.181,27.0,0
3.0,10.1137,576.202,27.0,0
3.0,10.1106,724.33,19.0,0
3.0,10.344,955.184,15.0,0
2.0,10.0484,1053.05,15.0,0
3.0,10.0647,1075.69,8.0,0
4.0,10.1764,1089.13,8.0,0
3.0,10.1293,1093.0,8.0,0
3.0,10.3342,1257.37,44.0,0
3.0,10.8632,1261.84,23.0,0
4.0,10.2934,1264.08,44.0,0
4.0,10.3838,1266.32,44.0,0
4.0,10.428,1270.82,44.0,0
5.0,12.1977,1291.27,23.0,0
4.0,10.3045,1275.34,23.0,0
3.0,0.0,1277.6,7.0,0
5.0,10.4299,1279.87,44.0,0
4.0,11.9384,1330.79,26.0,0
3.0,10.5232,1286.69,47.0,0
4.0,11.2028,1302.77,25.0,0
4.0,10.7786,1291.27,47.0,0
3.0,10.7486,1295.85,46.0,0
4.0,10.5787,1300.46,47.0,0
3.0,10.1764,1302.77,47.0,0
3.0,10.0933,1305.08,34.0,0
2.0,10.0416,1326.08,47.0,0
5.0,12.4267,1335.52,33.0,0
3.0,10.0696,1340.26,36.0,0
3.0,10.2176,1342.64,31.0,0
2.0,10.0859,1345.02,33.0,0
3.0,11.8416,1345.02,12.0,0
3.0,11.8832,1347.41,12.0,0
4.0,10.3105,1349.8,26.0,0
4.0,11.1453,1349.8,36.0,0
4.0,10.296,1352.2,12.0,0
3.0,10.4259,1357.0,36.0,0
3.0,11.1183,1359.41,36.0,0
3.0,10.4806,1364.24,8.0,0
5.0,11.2356,1376.39,34.0,0
3.0,11.5972,1369.09,37.0,0
4.0,10.8523,1369.09,8.0,0
3.0,11.2266,1371.52,47.0,0
5.0,12.7555,1373.95,36.0,0
4.0,10.9346,1373.95,27.0,0
4.0,11.0958,1381.28,27.0,0
5.0,10.8239,1381.28,36.0,0
3.0,10.4531,1383.73,27.0,0
3.0,10.7745,1386.19,8.0,0
4.0,10.655,1386.19,27.0,0
3.0,10.4812,1388.65,34.0,0
3.0,10.7916,1391.11,37.0,0
3.0,11.0147,1393.58,47.0,0
3.0,10.2698,1398.53,37.0,0
3.0,11.6881,1398.53,9.0,0
3.0,10.5159,1403.5,47.0,0
3.0,10.8436,1403.5,47.0,0
5.0,10.5642,1403.5,34.0,0
3.0,10.0306,1405.99,34.0,0
4.0,10.7321,1408.49,13.0,0
4.0,10.4685,1410.99,34.0,0
4.0,10.2861,1413.49,34.0,0
4.0,12.8252,1418.52,9.0,0
4.0,11.5414,1421.03,9.0,0
4.0,10.7781,1423.56,36.0,0
5.0,10.3174,1426.08,9.0,0
3.0,10.7775,1426.08,47.0,0
4.0,12.3445,1426.08,9.0,0
3.0,10.1864,1433.69,47.0,0
3.0,10.5467,1436.23,9.0,0
4.0,10.0658,1436.23,47.0,0
4.0,10.3282,1443.89,9.0,0
3.0,10.0413,1446.46,13.0,0
6.0,12.0286,1454.17,10.0,0
3.0,10.8293,1451.6,36.0,0
5.0,11.7719,1454.17,35.0,0
3.0,10.434,1454.17,48.0,0
4.0,10.175,1477.57,13.0,0
4.0,10.7212,1620.3,36.0,0
3.0,10.0093,1482.82,13.0,0
3.0,11.5464,1488.09,13.0,0
4.0,10.5481,1490.73,13.0,0
3.0,10.9459,1517.4,48.0,0
3.0,10.4838,1536.35,36.0,0
3.0,10.293,1536.35,13.0,0
3.0,10.0056,1603.15,36.0,0
4.0,10.2715,1631.83,36.0,0
3.0,10.2996,1643.45,36.0,0
6.0,11.1175,1724.05,35.0,0
4.0,10.5048,1702.78,36.0,0
3.0,10.215,1705.81,33.0,0
4.0,10.9473,1705.81,36.0,0
3.0,10.1864,1708.83,33.0,0
4.0,10.0125,1708.83,35.0,0
4.0,10.1748,1708.83,36.0,0
5.0,10.0411,1770.53,31.0,0
4.0,10.3642,1887.24,10.0,0
3.0,11.35,1914.21,27.0,0
3.0,11.2848,1917.6,27.0,0
4.0,11.0306,1934.68,27.0,0
4.0,11.6522,1921.01,27.0,0
3.0,10.1229,1969.3,3.0,0
3.0,10.1525,1976.29,2.0,0
3.0,10.0862,1979.8,28.0,0
3.0,10.297,1990.36,21.0,0
3.0,10.2136,1993.89,2.0,0
12.0,17.365,3.01426,40.0,0
7.0,11.174,3.25999,65.0,0
5.0,11.606,2.66842,44.0,0
9.0,20.1958,17.6098,58.0,0
2.0,10.4383,4.17424,44.0,0
12.0,12.3004,8.28817,65.0,0
2.0,10.0364,4.30073,44.0,0
2.0,10.2138,5.04867,58.0,0
1.0,10.0883,5.50651,65.0,0
1.0,10.2139,5.63868,65.0,0
3.0,10.2076,5.83814,65.0,0
2.0,10.2304,5.90495,65.0,0
2.0,10.7218,6.26413,58.0,0
2.0,10.1021,6.88179,44.0,0
3.0,10.3401,6.95136,19.0,0
2.0,10.6615,8.09252,43.0,0
2.0,10.2813,7.11446,65.0,0
2.0,10.2747,7.11446,44.0,0
2.0,10.1029,7.23163,41.0,0
2.0,10.0839,7.23163,58.0,0
2.0,10.2952,7.4914,65.0,0
2.0,10.6284,7.97107,44.0,0
2.0,10.233,8.23911,44.0,0
2.0,10.7817,8.31275,44.0,0
2.0,10.0325,8.53508,44.0,0
2.0,10.0968,8.38662,44.0,0
2.0,10.3063,8.73453,65.0,0
2.0,10.1249,8.93574,65.0,0
2.0,10.6928,8.98632,44.0,0
2.0,10.6489,9.55029,65.0,0
3.0,10.2546,9.44669,65.0,0
5.0,10.2745,16.3164,65.0,0
3.0,10.2333,11.2206,19.0,0
2.0,10.0493,11.6443,65.0,0
2.0,10.1974,11.6443,58.0,0
2.0,10.9788,11.7014,43.0,0
2.0,10.1515,11.6728,58.0,0
2.0,11.327,12.0181,65.0,0
2.0,10.607,11.8736,58.0,0
2.0,10.5183,12.1928,44.0,0
2.0,10.0741,12.4279,42.0,0
2.0,11.0512,12.6058,44.0,0
2.0,10.0289,12.6356,41.0,0
2.0,10.0729,12.6953,58.0,0
3.0,10.0758,13.1788,65.0,0
2.0,10.0876,13.3936,58.0,0
2.0,10.8466,15.4239,44.0,0
2.0,10.4409,13.5483,44.0,0
2.0,10.1537,13.5794,41.0,0
2.0,10.7535,13.6416,44.0,0
2.0,10.1308,13.6416,65.0,0
3.0,10.4895,13.7667,19.0,0
2.0,11.3133,14.0823,65.0,0
2.0,10.8429,14.0823,58.0,0
6.0,10.0574,14.3059,65.0,0
3.0,10.3108,14.338,19.0,0
2.0,10.1029,14.5641,44.0,0
2.0,10.074,14.5641,44.0,0
2.0,10.2495,14.5966,58.0,0
2.0,10.2721,14.891,58.0,0
3.0,10.0651,14.7925,43.0,0
2.0,10.621,14.924,65.0,0
2.0,10.4502,14.957,44.0,0
3.0,10.5684,15.3902,19.0,0
3.0,10.2701,15.559,41.0,0
2.0,10.5859,15.8316,44.0,0
3.0,11.1512,15.8316,65.0,0
2.0,10.4256,16.0728,44.0,0
2.0,11.0203,16.3164,43.0,0
3.0,10.3195,16.3865,19.0,0
2.0,10.1669,16.5979,44.0,0
2.0,11.0028,16.7043,65.0,0
2.0,10.292,17.2436,44.0,0
2.0,10.3974,17.426,65.0,0
2.0,10.1295,17.426,58.0,0
2.0,10.4475,17.6098,43.0,0
3.0,10.0702,17.8323,44.0,0
3.0,11.1895,17.9068,58.0,0
2.0,10.9072,18.8197,65.0,0
2.0,11.2111,19.3282,58.0,0
2.0,10.0274,18.9361,58.0,0
2.0,10.3335,19.7264,58.0,0
2.0,10.0738,19.7666,44.0,0
2.0,12.4009,19.9278,43.0,0
3.0,11.1128,20.3765,58.0,0
2.0,10.1576,20.1308,58.0,0
3.0,10.1732,20.4589,65.0,0
5.0,10.3444,20.7493,44.0,0
2.0,10.3662,21.0008,65.0,0
4.0,10.2757,21.5969,65.0,0
2.0,10.0366,22.0308,44.0,0
2.0,10.4863,22.4272,65.0,0
2.0,10.4515,22.9195,44.0,0
2.0,10.0294,25.4171,65.0,0
3.0,10.7341,31.5228,58.0,0
4.0,10.1898,39.4034,65.0,0
3.0,10.689,35.7249,44.0,0
3.0,10.1227,38.7552,65.0,0
2.0,10.7067,39.5489,58.0,0
4.0,10.9253,39.9146,58.0,0
3.0,10.174,40.3576,65.0,0
2.0,10.0561,41.0307,58.0,0
3.0,11.3416,41.7143,43.0,0
3.0,11.1043,44.0706,65.0,0
3.0,10.134,43.9097,43.0,0
5.0,10.1829,45.3778,65.0,0
4.0,10.1138,46.2133,65.0,0
2.0,10.0354,45.7938,58.0,0
4.0,11.3461,65.6485,65.0,0
5.0,10.0685,49.1644,65.0,0
2.0,11.2781,50.4309,65.0,0
4.0,10.2103,49.7034,43.0,0
3.0,10.5311,53.4436,44.0,0
3.0,10.1214,54.0274,43.0,0
3.0,12.7887,54.9145,44.0,0
3.0,10.2887,57.765,44.0,0
3.0,10.0313,58.9234,65.0,0
3.0,13.9086,67.4428,65.0,0
3.0,10.8841,69.0365,58.0,0
3.0,11.2758,71.4319,58.0,0
3.0,10.2236,72.9865,64.0,0
4.0,10.8193,73.2487,52.0,0
4.0,10.0386,102.515,58.0,0
4.0,10.0234,124.712,58.0,0
5.0,10.4348,129.232,58.0,0
5.0,0.0,129.232,8.0,0
6.0,10.3181,131.318,58.0,0
3.0,10.2395,518.033,58.0,0
3.0,11.4499,575.181,35.0,0
3.0,10.2784,575.181,30.0,0
4.0,10.3409,1222.2,24.0,0
5.0,11.4475,1233.08,24.0,0
4.0,0.0,1233.08,8.0,0
4.0,10.1943,1235.27,41.0,0
3.0,10.1967,1248.48,56.0,0
4.0,10.2617,1248.48,19.0,0
3.0,10.5008,1255.14,41.0,0
5.0,10.7007,1268.57,41.0,0
4.0,11.0881,1261.84,56.0,0
2.0,10.6282,1268.57,19.0,0
4.0,10.7757,1266.32,56.0,0
5.0,11.3559,1266.32,24.0,0
3.0,10.7297,1270.82,19.0,0
3.0,10.8363,1273.08,25.0,0
4.0,10.8289,1273.08,24.0,0
3.0,11.6755,1282.14,24.0,0
3.0,10.7104,1277.6,56.0,0
4.0,10.8125,1277.6,59.0,0
3.0,10.6537,1279.87,60.0,0
2.0,10.0134,1279.87,56.0,0
3.0,10.0999,1284.41,57.0,0
3.0,10.9217,1284.41,24.0,0
4.0,10.016,1284.41,60.0,0
4.0,10.5509,1284.41,24.0,0
4.0,12.0451,1286.69,56.0,0
4.0,11.1222,1291.27,19.0,0
5.0,12.1903,1293.56,60.0,0
4.0,10.4134,1293.56,19.0,0
2.0,10.1444,1295.85,60.0,0
3.0,10.0704,1295.85,41.0,0
3.0,10.9921,1295.85,57.0,0
3.0,11.3421,1298.15,57.0,0
2.0,10.0664,1300.46,57.0,0
3.0,10.1645,1300.46,19.0,0
3.0,11.3545,1300.46,57.0,0
5.0,12.164,1323.73,41.0,0
3.0,10.1781,1307.4,57.0,0
3.0,10.139,1309.72,19.0,0
3.0,11.3415,1309.72,60.0,0
4.0,11.311,1309.72,57.0,0
2.0,10.2744,1314.37,25.0,0
6.0,12.3234,1323.73,41.0,0
3.0,11.418,1314.37,57.0,0
3.0,10.8589,1319.04,25.0,0
5.0,10.1683,1393.58,41.0,0
5.0,11.2249,1335.52,41.0,0
3.0,10.6553,1321.38,60.0,0
5.0,11.184,1321.38,57.0,0
4.0,11.4969,1330.79,57.0,0
5.0,10.9493,1326.08,41.0,0
2.0,10.4452,1328.43,57.0,0
6.0,11.7748,1330.79,41.0,0
3.0,10.2607,1333.15,19.0,0
4.0,12.7847,1333.15,41.0,0
3.0,11.6061,1335.52,57.0,0
4.0,11.5723,1335.52,57.0,0
3.0,11.2323,1337.89,57.0,0
2.0,10.7757,1340.26,25.0,0
3.0,10.1018,1340.26,41.0,0
3.0,10.8216,1345.02,65.0,0
3.0,10.1072,1345.02,41.0,0
4.0,10.85,1345.02,41.0,0
3.0,10.8246,1347.41,25.0,0
3.0,10.0809,1347.41,57.0,0
4.0,13.0233,1347.41,25.0,0
3.0,11.1306,1359.41,25.0,0
3.0,10.4338,1352.2,41.0,0
4.0,11.295,1352.2,41.0,0
3.0,12.7049,1354.6,41.0,0
2.0,10.1171,1354.6,25.0,0
4.0,12.2097,1366.66,65.0,0
3.0,11.1387,1357.0,25.0,0
4.0,10.0369,1357.0,41.0,0
3.0,10.1076,1361.82,41.0,0
3.0,11.6671,1361.82,58.0,0
6.0,10.0751,1361.82,57.0,0
3.0,10.3296,1366.66,25.0,0
5.0,10.2796,1371.52,41.0,0
3.0,12.0598,1369.09,57.0,0
3.0,11.3566,1371.52,57.0,0
4.0,10.0793,1371.52,19.0,0
5.0,12.6325,1376.39,25.0,0
3.0,10.8852,1373.95,57.0,0
4.0,10.1792,1373.95,41.0,0
3.0,11.8275,1376.39,25.0,0
3.0,11.1305,1378.83,25.0,0
2.0,10.0226,1381.28,65.0,0
3.0,10.3172,1381.28,25.0,0
4.0,10.8265,1381.28,65.0,0
3.0,10.32,1383.73,19.0,0
3.0,10.4189,1383.73,41.0,0
4.0,10.0974,1388.65,57.0,0
4.0,10.7843,1388.65,25.0,0
4.0,11.7777,1393.58,25.0,0
4.0,10.2372,1391.11,19.0,0
3.0,10.171,1393.58,57.0,0
3.0,10.5617,1396.06,41.0,0
5.0,10.4065,1393.58,25.0,0
2.0,10.0651,1398.53,65.0,0
5.0,10.0539,1474.95,65.0,0
3.0,10.0484,1498.68,43.0,0
3.0,10.0924,1580.57,43.0,0
3.0,10.3496,1986.84,14.0,0
3.0,10.3193,1997.43,13.0,0
2.0,10.1757,7.11446,21.0,0
8.0,11.9805,12.2514,14.0,0
5.0,0.0,12.8754,43.0,0
3.0,11.0217,16.3514,52.0,0
2.0,10.0488,17.426,52.0,0
3.0,10.0106,17.573,52.0,0
3.0,10.3845,17.9068,52.0,0
2.0,10.0377,19.5266,5.0,0
2.0,10.4916,21.6831,58.0,0
5.0,10.3528,27.8192,14.0,0
2.0,10.6194,27.9256,52.0,0
3.0,10.3828,28.3547,52.0,0
3.0,10.1405,31.169,64.0,0
2.0,10.0674,46.2133,52.0,0
3.0,10.0757,55.3133,52.0,0
3.0,11.244,59.0298,52.0,0
3.0,10.1245,70.4136,22.0,0
3.0,10.5212,638.63,19.0,0
3.0,10.2124,648.906,34.0,0
3.0,10.3244,658.178,11.0,0
2.0,10.7882,667.583,7.0,0
2.0,10.0994,668.768,7.0,0
3.0,11.0372,681.943,18.0,0
3.0,10.1129,684.367,25.0,0
3.0,10.8569,685.581,14.0,0
3.0,0.0,685.581,43.0,0
3.0,11.0522,825.908,25.0,0
4.0,12.4803,828.842,26.0,0
3.0,10.2996,899.292,35.0,0
3.0,10.3503,1060.54,46.0,0
3.0,10.4905,1167.12,42.0,0
4.0,10.1445,1179.61,52.0,0
3.0,10.0438,1202.84,17.0,0
3.0,10.3695,1217.87,51.0,0
3.0,10.4139,1224.37,51.0,0
5.0,10.6589,1230.9,51.0,0
4.0,10.0217,1230.9,17.0,0
4.0,10.9833,1316.7,43.0,0
2.0,10.2088,1237.46,47.0,0
3.0,10.0433,1237.46,51.0,0
3.0,10.3676,1237.46,51.0,0
3.0,10.3271,1239.66,37.0,0
5.0,10.5453,1250.7,51.0,0
3.0,10.7244,1255.14,51.0,0
4.0,10.1579,1255.14,51.0,0
2.0,10.7383,1259.6,51.0,0
3.0,10.7413,1266.32,42.0,0
5.0,11.3931,1266.32,51.0,0
4.0,10.1695,1268.57,38.0,0
3.0,11.6858,1275.34,51.0,0
4.0,11.1919,1279.87,51.0,0
4.0,10.109,1275.34,38.0,0
4.0,12.7734,1277.6,51.0,0
5.0,10.9893,1279.87,49.0,0
3.0,12.4992,1282.14,18.0,0
3.0,10.7922,1284.41,51.0,0
4.0,10.5876,1286.69,40.0,0
5.0,10.8334,1286.69,50.0,0
3.0,11.0508,1291.27,48.0,0
4.0,11.1367,1291.27,19.0,0
3.0,10.4902,1293.56,51.0,0
2.0,10.1757,1295.85,41.0,0
3.0,10.0018,1295.85,51.0,0
2.0,10.3524,1298.15,40.0,0
3.0,11.3988,1305.08,51.0,0
3.0,13.0829,1300.46,19.0,0
2.0,10.1611,1302.77,51.0,0
3.0,10.0143,1305.08,42.0,0
4.0,10.8878,1305.08,50.0,0
2.0,10.3213,1309.72,51.0,0
4.0,12.9937,1330.79,51.0,0
2.0,10.5626,1314.37,51.0,0
2.0,10.2963,1316.7,52.0,0
3.0,11.4364,1316.7,43.0,0
2.0,10.0369,1319.04,55.0,0
4.0,12.0296,1354.6,51.0,0
3.0,10.1629,1321.38,55.0,0
3.0,10.1064,1323.73,54.0,0
3.0,10.7879,1323.73,20.0,0
3.0,10.1642,1326.08,55.0,0
3.0,12.0236,1326.08,20.0,0
3.0,10.0411,1328.43,54.0,0
4.0,14.1539,1347.41,51.0,0
3.0,10.3812,1342.64,51.0,0
3.0,11.0087,1330.79,20.0,0
2.0,10.5049,1333.15,54.0,0
2.0,10.0979,1335.52,42.0,0
2.0,11.3482,1335.52,20.0,0
4.0,13.0224,1335.52,52.0,0
3.0,10.0643,1337.89,20.0,0
4.0,11.1462,1340.26,58.0,0
3.0,10.8291,1340.26,53.0,0
7.0,10.1522,1340.26,56.0,0
2.0,11.5405,1342.64,56.0,0
2.0,10.6462,1347.41,56.0,0
4.0,12.6445,1388.65,51.0,0
6.0,11.642,1354.6,60.0,0
7.0,10.0314,1354.6,58.0,0
4.0,10.0894,1357.0,51.0,0
6.0,10.8228,1364.24,51.0,0
4.0,12.6342,1378.83,51.0,0
3.0,10.5837,1371.52,51.0,0
4.0,10.125,1376.39,59.0,0
2.0,10.5805,1378.83,59.0,0
2.0,10.1447,1381.28,22.0,0
3.0,10.0761,1383.73,60.0,0
3.0,11.005,1386.19,62.0,0
3.0,10.2274,1388.65,55.0,0
3.0,12.3472,1393.58,51.0,0
5.0,10.0198,1391.11,62.0,0
3.0,10.2857,1393.58,62.0,0
4.0,10.2018,1393.58,22.0,0
3.0,10.0203,1398.53,62.0,0
3.0,10.8888,1398.53,51.0,0
2.0,10.0384,1403.5,21.0,0
3.0,10.0909,1403.5,62.0,0
3.0,10.5444,1403.5,62.0,0
2.0,10.1474,1408.49,21.0,0
3.0,10.8797,1413.49,62.0,0
3.0,10.3937,1416.0,51.0,0
2.0,10.1912,1423.56,51.0,0
3.0,11.1145,1426.08,51.0,0
5.0,12.8117,1433.69,62.0,0
6.0,10.7375,1428.61,52.0,0
5.0,11.005,1436.23,55.0,0
6.0,10.2643,1436.23,67.0,0
5.0,10.2992,1438.78,52.0,0
3.0,10.4226,1446.46,63.0,0
3.0,10.0111,1454.17,67.0,0
3.0,10.6131,1454.17,52.0,0
5.0,13.3019,1461.93,55.0,0
4.0,10.5053,1459.34,52.0,0
3.0,10.1175,1467.12,62.0,0
3.0,10.3647,1464.52,67.0,0
5.0,10.9976,1482.82,67.0,0
2.0,10.0267,1469.73,67.0,0
3.0,10.2362,1469.73,67.0,0
2.0,11.3853,1472.34,52.0,0
5.0,12.7413,1514.71,62.0,0
3.0,10.9467,1488.09,56.0,0
2.0,10.0826,1490.73,57.0,0
3.0,10.2296,1490.73,67.0,0
5.0,11.6446,1504.0,67.0,0
3.0,10.0811,1501.34,58.0,0
3.0,11.5223,1504.0,61.0,0
2.0,10.211,1509.35,52.0,0
3.0,10.6772,1509.35,67.0,0
3.0,10.0047,1512.03,61.0,0
2.0,10.1436,1514.71,52.0,0
2.0,10.331,1522.79,62.0,0
4.0,11.0105,1522.79,52.0,0
3.0,10.1631,1525.49,63.0,0
3.0,12.073,1533.63,67.0,0
3.0,10.3882,1530.91,62.0,0
3.0,11.2911,1539.08,62.0,0
4.0,10.2061,1539.08,62.0,0
4.0,10.047,1541.81,62.0,0
4.0,10.0992,1544.55,67.0,0
4.0,11.0491,1544.55,62.0,0
5.0,10.1948,1544.55,8.0,0
2.0,10.405,1547.29,62.0,0
3.0,10.651,1547.29,62.0,0
3.0,10.834,1555.54,62.0,0
3.0,13.2796,1566.62,62.0,0
2.0,10.8018,1566.62,62.0,0
4.0,12.0508,1608.85,62.0,0
3.0,10.3405,1640.54,67.0,0
3.0,10.3617,1666.93,61.0,0
5.0,10.2029,1675.82,61.0,0
5.0,11.3199,1687.75,60.0,0
3.0,10.5084,1714.9,58.0,0
3.0,10.0985,1745.59,66.0,0
3.0,10.1253,1745.59,8.0,0
3.0,10.713,1748.68,8.0,0
3.0,10.0549,1754.9,14.0,0
4.0,10.0048,1764.26,67.0,0
4.0,11.41,1764.26,20.0,0
4.0,10.0694,1767.39,60.0,0
4.0,11.4056,1770.53,13.0,0
3.0,10.1836,1773.67,55.0,0
3.0,10.1487,1776.82,14.0,0
3.0,10.0745,1805.4,58.0,0
3.0,10.0758,1818.25,64.0,0
3.0,10.7534,1818.25,20.0,0
3.0,10.0419,1821.48,64.0,0
4.0,10.1925,1834.45,61.0,0
4.0,10.6831,1834.45,13.0,0
5.0,10.3852,1837.7,62.0,0
3.0,10.2451,1840.97,54.0,0
3.0,10.0357,1840.97,54.0,0
5.0,10.528,1934.68,61.0,0
3.0,10.6518,1844.23,18.0,0
4.0,12.2977,1847.51,60.0,0
4.0,10.0722,1844.23,8.0,0
3.0,10.3358,1986.84,60.0,0
3.0,11.179,1857.36,60.0,0
3.0,10.3115,1860.66,54.0,0
3.0,11.5703,1867.27,61.0,0
5.0,12.207,1873.9,60.0,0
2.0,10.5064,1870.58,13.0,0
3.0,11.8533,1890.59,61.0,0
3.0,11.0796,1873.9,60.0,0
3.0,11.1728,1887.24,57.0,0
3.0,10.1765,1890.59,57.0,0
4.0,10.9363,1900.68,54.0,0
4.0,10.7469,1907.43,13.0,0
4.0,10.1976,1910.82,45.0,0
4.0,11.5341,1914.21,53.0,0
2.0,10.3536,1921.01,13.0,0
3.0,10.4105,1921.01,48.0,0
4.0,11.6714,1921.01,61.0,0
2.0,10.0281,1924.42,47.0,0
5.0,10.8289,1931.25,50.0,0
3.0,10.2002,1927.83,61.0,0
3.0,10.4438,1931.25,61.0,0
3.0,10.8909,1931.25,46.0,0
4.0,10.0774,1931.25,43.0,0
3.0,11.2414,1934.68,43.0,0
3.0,10.8347,1934.68,46.0,0
3.0,10.8095,1938.12,48.0,0
4.0,11.4155,1938.12,61.0,0
3.0,11.0823,1941.56,47.0,0
4.0,11.3495,1941.56,43.0,0
4.0,11.319,1958.85,45.0,0
4.0,10.285,1948.45,47.0,0
3.0,10.3794,1951.91,7.0,0
5.0,12.4597,1969.3,45.0,0
4.0,12.2812,1972.79,44.0,0
3.0,11.5379,1983.31,44.0,0
3.0,10.578,1993.89,60.0,0
4.0,10.0981,1993.89,44.0,0
2.0,10.2382,2000.98,47.0,0
5.0,17.0497,2.10381,32.0,0
2.0,10.4864,4.11117,29.0,0
3.0,10.561,8.58478,51.0,0
2.0,10.0632,5.50651,51.0,0
2.0,10.2175,5.70501,51.0,0
2.0,10.699,5.70501,51.0,0
2.0,10.0733,6.12887,51.0,0
3.0,10.321,22.7395,34.0,0
3.0,11.2388,7.02113,51.0,0
2.0,10.4251,9.31787,51.0,0
2.0,10.1924,9.55029,51.0,0
2.0,10.2165,9.65436,51.0,0
2.0,11.5329,9.68046,32.0,0
2.0,10.8683,16.1074,51.0,0
2.0,11.9144,11.6443,51.0,0
3.0,10.5399,12.6356,14.0,0
2.0,10.168,14.0188,51.0,0
2.0,10.6103,14.0188,51.0,0
2.0,11.8834,15.559,51.0,0
2.0,11.32,15.729,51.0,0
2.0,10.0474,15.323,51.0,0
3.0,10.0134,15.323,51.0,0
2.0,10.7606,16.7043,51.0,0
2.0,10.9957,17.3164,51.0,0
2.0,10.2553,17.6468,51.0,0
3.0,10.0188,18.4735,51.0,0
4.0,10.2357,25.1723,52.0,0
2.0,10.0023,22.4272,51.0,0
3.0,10.0708,28.7894,52.0,0
4.0,10.0063,30.3,52.0,0
2.0,10.0693,44.0706,50.0,0
3.0,10.1509,51.0757,31.0,0
3.0,10.7158,57.3492,31.0,0
3.0,10.1405,61.3079,28.0,0
3.0,10.035,61.4184,28.0,0
3.0,10.7111,63.9006,30.0,0
3.0,10.8244,64.5943,30.0,0
3.0,10.0272,78.1306,27.0,0
3.0,10.3384,78.1306,28.0,0
3.0,10.7946,351.893,33.0,0
3.0,10.1212,369.16,33.0,0
3.0,11.5932,583.4,29.0,0
3.0,10.5549,585.473,29.0,0
3.0,10.0609,587.554,29.0,0
3.0,10.4823,657.012,18.0,0
