@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute class {0,1}
@data
0.154185,2.0,1.0,3.0,10.2715,6.0,10.0,10.0,11.0,18.0,30.0,35.0,49.0,68.0,79.0,0
0.154185,3.0,1.0,22.0,14.1624,6.0,7.0,10.0,11.0,20.0,30.0,36.0,49.0,67.0,78.0,0
0.185022,3.0,10.0,19.0,13.6095,6.0,8.0,13.0,20.0,22.0,38.0,39.0,47.0,63.0,77.0,0
0.246696,2.0,1.0,6.0,10.2901,6.0,7.0,10.0,11.0,20.0,30.0,36.0,49.0,67.0,78.0,0
0.277533,5.0,11.0,13.0,16.3101,5.0,10.0,13.0,20.0,22.0,34.0,39.0,48.0,64.0,77.0,0
0.400882,4.0,19.0,5.0,14.1776,3.0,5.0,10.0,10.0,16.0,28.0,37.0,47.0,69.0,79.0,0
0.462558,4.0,3.0,2.0,14.0919,6.0,8.0,11.0,19.0,30.0,32.0,39.0,49.0,64.0,78.0,0
1.66567,9.0,3.0,333.0,12.4345,6.0,8.0,11.0,19.0,30.0,32.0,39.0,49.0,64.0,78.0,0
0.493396,2.0,1.0,3.0,10.3819,4.0,11.0,15.0,19.0,28.0,34.0,39.0,48.0,64.0,78.0,0
0.524235,3.0,1.0,1.0,10.2064,5.0,8.0,12.0,20.0,22.0,38.0,39.0,47.0,63.0,77.0,0
1.44963,8.0,4.0,45.0,11.1511,3.0,5.0,10.0,10.0,16.0,28.0,37.0,47.0,69.0,79.0,0
1.01771,9.0,1.0,12.0,10.1244,6.0,7.0,10.0,11.0,20.0,30.0,36.0,49.0,67.0,78.0,0
1.17195,4.0,6.0,5.0,10.6997,6.0,8.0,12.0,18.0,30.0,34.0,39.0,49.0,64.0,78.0,0
1.48049,3.0,5.0,1.0,10.1471,6.0,8.0,13.0,20.0,22.0,38.0,39.0,47.0,63.0,77.0,0
2.03616,3.0,1.0,1.0,10.1957,6.0,8.0,12.0,19.0,30.0,32.0,39.0,49.0,64.0,78.0,0
2.12881,3.0,1.0,1.0,10.0493,3.0,5.0,10.0,10.0,16.0,28.0,37.0,47.0,69.0,79.0,0
2.25237,3.0,1.0,1.0,10.0489,1.0,6.0,8.0,19.0,29.0,32.0,39.0,49.0,65.0,78.0,0
10.4785,5.0,12.0,23.0,11.4467,6.0,8.0,12.0,19.0,30.0,32.0,39.0,49.0,64.0,78.0,0
0.0308372,5.0,215.0,1.0,14.6172,2.0,6.0,6.0,9.0,10.0,17.0,23.0,28.0,66.0,98.0,0
0.0308372,2.0,1.0,5.0,14.3919,1.0,1.0,2.0,3.0,7.0,11.0,20.0,43.0,71.0,95.0,0
0.0308372,3.0,2.0,9.0,16.3592,1.0,1.0,2.0,2.0,6.0,10.0,18.0,48.0,70.0,94.0,0
0.0308372,3.0,8.0,10.0,16.5587,1.0,1.0,2.0,5.0,7.0,15.0,22.0,35.0,72.0,98.0,0
0.0616743,2.0,1.0,3.0,12.3663,2.0,2.0,3.0,4.0,10.0,17.0,24.0,27.0,68.0,98.0,0
0.0925113,3.0,10.0,7.0,16.6869,2.0,4.0,7.0,9.0,11.0,17.0,23.0,29.0,65.0,98.0,0
0.0925113,4.0,78.0,14.0,16.9625,1.0,2.0,3.0,4.0,12.0,16.0,25.0,27.0,69.0,98.0,0
0.0925113,4.0,2.0,10.0,17.3604,2.0,4.0,7.0,9.0,11.0,17.0,23.0,29.0,65.0,98.0,0
0.154185,2.0,1.0,2.0,10.4682,3.0,5.0,5.0,8.0,12.0,18.0,23.0,28.0,67.0,98.0,0
0.185022,3.0,1.0,2.0,12.9467,1.0,2.0,4.0,8.0,12.0,16.0,25.0,27.0,68.0,98.0,0
0.215859,2.0,1.0,4.0,10.0442,2.0,4.0,4.0,8.0,11.0,17.0,22.0,29.0,67.0,98.0,0
0.215859,3.0,3.0,5.0,12.7952,4.0,4.0,7.0,9.0,12.0,17.0,23.0,28.0,67.0,98.0,0
0.524235,3.0,2.0,3.0,11.386,2.0,2.0,4.0,7.0,12.0,17.0,22.0,29.0,63.0,98.0,0
0.277533,3.0,3.0,1.0,10.3559,2.0,2.0,2.0,3.0,5.0,7.0,15.0,53.0,69.0,94.0,0
0.339207,4.0,3.0,1.0,10.1232,2.0,2.0,2.0,3.0,5.0,7.0,16.0,54.0,69.0,94.0,0
0.370045,2.0,1.0,1.0,10.0078,2.0,3.0,3.0,4.0,10.0,17.0,24.0,27.0,68.0,98.0,0
0.801797,3.0,1.0,3.0,10.6455,3.0,4.0,7.0,8.0,12.0,17.0,23.0,28.0,67.0,98.0,0
0.83264,3.0,1.0,1.0,10.1485,1.0,2.0,3.0,3.0,8.0,15.0,21.0,36.0,73.0,97.0,0
4.07886,3.0,1.0,1.0,10.1121,1.0,2.0,2.0,4.0,7.0,12.0,20.0,36.0,73.0,96.0,0
0.185022,4.0,26.0,7.0,15.6774,1.0,1.0,2.0,4.0,6.0,8.0,11.0,28.0,51.0,94.0,0
0.0308372,5.0,1.0,1.0,10.2156,1.0,2.0,3.0,4.0,9.0,15.0,21.0,32.0,54.0,99.0,0
0.0925113,2.0,1.0,1.0,10.7891,1.0,1.0,2.0,2.0,4.0,8.0,12.0,31.0,53.0,95.0,0
0.154185,3.0,3.0,3.0,13.5027,2.0,3.0,3.0,5.0,8.0,14.0,20.0,33.0,53.0,100.0,0
0.215859,3.0,1.0,3.0,13.0572,1.0,1.0,2.0,3.0,5.0,7.0,18.0,30.0,50.0,99.0,0
0.246696,3.0,1.0,3.0,12.4623,1.0,2.0,3.0,5.0,6.0,11.0,20.0,31.0,52.0,102.0,0
0.493396,4.0,3.0,1.0,10.1701,2.0,2.0,4.0,5.0,7.0,14.0,19.0,33.0,53.0,101.0,0
0.524235,3.0,1.0,1.0,10.5085,1.0,2.0,3.0,5.0,6.0,9.0,18.0,31.0,53.0,102.0,0
0.709273,5.0,9.0,11.0,10.901,1.0,1.0,1.0,1.0,1.0,6.0,14.0,28.0,53.0,99.0,0
0.0925113,5.0,23.0,29.0,19.604,1.0,1.0,2.0,3.0,6.0,9.0,17.0,30.0,50.0,86.0,0
0.123348,4.0,7.0,17.0,17.2576,4.0,5.0,7.0,7.0,8.0,16.0,21.0,27.0,42.0,70.0,0
0.0308372,2.0,1.0,1.0,10.7831,2.0,2.0,3.0,5.0,7.0,7.0,10.0,30.0,51.0,95.0,0
0.185022,5.0,25.0,13.0,16.0054,3.0,3.0,6.0,7.0,10.0,16.0,20.0,27.0,40.0,71.0,0
0.30837,4.0,9.0,6.0,11.7788,4.0,5.0,7.0,7.0,8.0,16.0,21.0,27.0,42.0,70.0,0
0.0616743,3.0,2.0,5.0,14.9454,4.0,4.0,6.0,7.0,8.0,16.0,21.0,27.0,41.0,70.0,0
0.0925113,2.0,2.0,1.0,10.6877,1.0,2.0,3.0,5.0,6.0,8.0,15.0,30.0,49.0,95.0,0
0.123348,3.0,2.0,3.0,14.2239,3.0,3.0,7.0,7.0,8.0,16.0,20.0,27.0,40.0,71.0,0
0.185022,3.0,2.0,1.0,10.5205,2.0,2.0,3.0,5.0,7.0,7.0,10.0,30.0,51.0,95.0,0
0.185022,3.0,1.0,1.0,12.5896,1.0,1.0,1.0,2.0,3.0,12.0,23.0,28.0,48.0,74.0,0
0.185022,5.0,1.0,30.0,12.0356,1.0,1.0,6.0,7.0,11.0,16.0,20.0,27.0,38.0,73.0,0
0.215859,3.0,1.0,1.0,10.1139,1.0,2.0,4.0,5.0,6.0,8.0,14.0,30.0,50.0,95.0,0
0.246696,4.0,11.0,8.0,13.7449,3.0,6.0,7.0,7.0,9.0,16.0,20.0,27.0,40.0,71.0,0
0.400882,3.0,1.0,2.0,10.6299,4.0,5.0,7.0,7.0,9.0,16.0,21.0,27.0,41.0,70.0,0
3.05625,5.0,28.0,6.0,11.4754,1.0,1.0,1.0,2.0,7.0,10.0,22.0,28.0,47.0,68.0,0
0.0308372,2.0,1.0,1.0,10.0653,5.0,6.0,7.0,7.0,8.0,16.0,20.0,26.0,38.0,75.0,0
0.0308372,2.0,1.0,1.0,12.8555,1.0,1.0,2.0,2.0,4.0,4.0,13.0,26.0,40.0,73.0,0
0.0616743,2.0,1.0,2.0,11.4189,3.0,6.0,6.0,7.0,8.0,17.0,20.0,27.0,37.0,76.0,0
0.215859,3.0,2.0,3.0,11.8689,5.0,6.0,7.0,7.0,8.0,16.0,20.0,26.0,38.0,75.0,0
0.0925113,4.0,3.0,2.0,13.4604,1.0,1.0,2.0,2.0,8.0,11.0,18.0,25.0,39.0,76.0,0
0.0925113,5.0,169.0,5.0,14.7354,1.0,1.0,2.0,3.0,4.0,7.0,14.0,25.0,41.0,74.0,0
0.154185,4.0,1.0,1.0,10.1426,5.0,6.0,7.0,7.0,8.0,16.0,20.0,26.0,38.0,76.0,0
0.185022,3.0,1.0,4.0,12.3436,6.0,6.0,7.0,7.0,8.0,17.0,20.0,27.0,37.0,76.0,0
0.246696,4.0,3.0,2.0,12.3164,1.0,1.0,2.0,3.0,4.0,11.0,18.0,25.0,41.0,75.0,0
0.30837,4.0,5.0,7.0,11.6763,6.0,6.0,7.0,7.0,8.0,17.0,20.0,27.0,37.0,76.0,0
0.0308372,5.0,448.0,7.0,20.0729,1.0,1.0,1.0,1.0,4.0,9.0,12.0,17.0,37.0,70.0,0
0.0308372,2.0,2.0,1.0,10.8424,1.0,1.0,1.0,2.0,4.0,4.0,8.0,22.0,38.0,68.0,0
0.0616743,2.0,1.0,1.0,10.5983,1.0,2.0,3.0,4.0,4.0,5.0,7.0,20.0,38.0,68.0,0
0.0616743,3.0,4.0,21.0,14.6484,1.0,1.0,1.0,2.0,2.0,5.0,13.0,16.0,43.0,71.0,0
0.0925113,2.0,1.0,2.0,10.5517,3.0,3.0,3.0,4.0,7.0,7.0,10.0,22.0,31.0,72.0,0
0.246696,3.0,2.0,1.0,10.1323,2.0,3.0,3.0,3.0,5.0,6.0,7.0,17.0,38.0,67.0,0
0.370045,3.0,3.0,3.0,10.7386,1.0,1.0,1.0,2.0,4.0,6.0,11.0,17.0,43.0,67.0,0
2.09793,5.0,7.0,1.0,10.0931,2.0,2.0,3.0,3.0,5.0,6.0,7.0,17.0,42.0,67.0,0
0.0308372,4.0,174.0,2.0,17.2397,1.0,1.0,1.0,6.0,10.0,12.0,13.0,27.0,42.0,66.0,0
0.0925113,5.0,19.0,21.0,18.1232,2.0,2.0,3.0,3.0,6.0,8.0,11.0,24.0,33.0,72.0,0
0.0308372,2.0,1.0,3.0,13.1913,1.0,1.0,1.0,1.0,2.0,6.0,16.0,22.0,35.0,72.0,0
0.0616743,2.0,1.0,1.0,10.161,2.0,3.0,3.0,5.0,6.0,8.0,11.0,24.0,32.0,72.0,0
0.0925113,2.0,1.0,1.0,10.3131,1.0,2.0,3.0,6.0,6.0,8.0,11.0,25.0,32.0,74.0,0
0.0925113,2.0,1.0,1.0,10.1918,1.0,1.0,2.0,3.0,8.0,11.0,13.0,22.0,43.0,69.0,0
0.154185,4.0,2.0,1.0,10.1001,3.0,3.0,3.0,5.0,7.0,7.0,11.0,22.0,32.0,71.0,0
0.154185,3.0,2.0,1.0,10.2974,3.0,3.0,3.0,5.0,7.0,7.0,11.0,22.0,32.0,71.0,0
0.30837,3.0,1.0,2.0,11.0061,1.0,1.0,1.0,2.0,4.0,5.0,18.0,21.0,39.0,72.0,0
3.58267,5.0,1.0,1.0,10.0318,1.0,1.0,2.0,3.0,4.0,10.0,15.0,22.0,40.0,73.0,0
0.0616743,5.0,195.0,22.0,19.8248,1.0,3.0,5.0,7.0,9.0,11.0,15.0,29.0,44.0,57.0,0
0.0308372,2.0,1.0,1.0,10.4632,4.0,4.0,5.0,8.0,9.0,11.0,13.0,28.0,40.0,66.0,0
0.0308372,3.0,1.0,8.0,16.0782,1.0,1.0,2.0,3.0,8.0,9.0,16.0,28.0,46.0,56.0,0
0.185022,5.0,4.0,1.0,10.1152,4.0,4.0,5.0,8.0,9.0,11.0,13.0,28.0,40.0,65.0,0
0.123348,2.0,1.0,1.0,10.6114,2.0,2.0,3.0,8.0,9.0,10.0,14.0,26.0,42.0,60.0,0
0.154185,2.0,1.0,2.0,10.1792,2.0,2.0,3.0,8.0,9.0,10.0,14.0,26.0,42.0,60.0,0
0.185022,3.0,2.0,4.0,13.3171,1.0,1.0,2.0,2.0,5.0,9.0,15.0,28.0,47.0,56.0,0
0.215859,4.0,1.0,1.0,10.105,4.0,4.0,5.0,8.0,9.0,11.0,13.0,28.0,40.0,65.0,0
0.246696,4.0,1.0,1.0,10.251,4.0,4.0,5.0,8.0,9.0,11.0,13.0,28.0,40.0,65.0,0
0.339207,3.0,1.0,5.0,10.2029,1.0,1.0,1.0,3.0,4.0,9.0,15.0,24.0,44.0,60.0,0
1.01771,6.0,147.0,182.0,14.1989,1.0,1.0,7.0,7.0,9.0,11.0,13.0,25.0,39.0,63.0,0
0.0616743,3.0,2.0,1.0,11.6138,3.0,5.0,6.0,7.0,9.0,11.0,17.0,29.0,43.0,59.0,0
0.0925113,5.0,100.0,37.0,20.1802,4.0,4.0,4.0,4.0,6.0,11.0,20.0,28.0,40.0,59.0,0
0.0616743,4.0,5.0,35.0,18.697,4.0,4.0,4.0,4.0,6.0,11.0,20.0,28.0,40.0,59.0,0
0.0925113,2.0,1.0,1.0,10.504,4.0,4.0,4.0,4.0,6.0,11.0,20.0,28.0,40.0,59.0,0
0.277533,4.0,155.0,17.0,13.0258,2.0,3.0,6.0,7.0,9.0,11.0,17.0,32.0,42.0,59.0,0
0.154185,2.0,1.0,1.0,10.1886,2.0,2.0,2.0,3.0,8.0,9.0,21.0,28.0,42.0,60.0,0
0.154185,3.0,4.0,18.0,13.4062,3.0,5.0,6.0,7.0,9.0,11.0,17.0,30.0,42.0,59.0,0
0.185022,2.0,1.0,1.0,10.0339,1.0,1.0,3.0,6.0,9.0,13.0,17.0,31.0,42.0,58.0,0
0.215859,3.0,1.0,13.0,11.5055,2.0,2.0,2.0,3.0,8.0,9.0,20.0,28.0,42.0,59.0,0
0.339207,4.0,7.0,14.0,13.5154,3.0,5.0,7.0,7.0,8.0,11.0,17.0,31.0,42.0,59.0,0
0.339207,5.0,10.0,23.0,14.1284,1.0,2.0,2.0,2.0,5.0,15.0,18.0,26.0,41.0,56.0,0
0.43172,3.0,1.0,2.0,10.4866,1.0,2.0,2.0,2.0,6.0,15.0,17.0,28.0,41.0,56.0,0
2.7469,5.0,2.0,1.0,10.0055,4.0,5.0,6.0,7.0,8.0,11.0,17.0,30.0,42.0,59.0,0
2.87061,3.0,3.0,4.0,10.7486,4.0,4.0,4.0,6.0,6.0,10.0,21.0,28.0,41.0,59.0,0
0.0616743,3.0,6.0,19.0,13.6365,2.0,3.0,3.0,3.0,5.0,8.0,12.0,19.0,34.0,67.0,0
0.277533,5.0,38.0,23.0,13.6651,3.0,3.0,3.0,5.0,6.0,12.0,17.0,27.0,33.0,62.0,0
0.0308372,2.0,1.0,2.0,12.8014,2.0,3.0,3.0,5.0,5.0,9.0,12.0,19.0,33.0,68.0,0
0.277533,4.0,6.0,20.0,13.91,3.0,3.0,3.0,3.0,5.0,8.0,12.0,19.0,33.0,67.0,0
0.30837,4.0,31.0,19.0,12.7744,3.0,3.0,3.0,5.0,8.0,11.0,17.0,24.0,31.0,67.0,0
0.30837,2.0,1.0,2.0,10.0107,2.0,3.0,3.0,4.0,8.0,11.0,16.0,23.0,31.0,68.0,0
0.43172,6.0,1.0,2.0,10.1393,2.0,3.0,4.0,6.0,6.0,11.0,17.0,27.0,33.0,63.0,0
0.462558,3.0,3.0,1.0,10.487,2.0,3.0,4.0,6.0,6.0,9.0,17.0,25.0,31.0,63.0,0
4.91804,6.0,14.0,23.0,10.7933,2.0,2.0,2.0,3.0,7.0,11.0,12.0,21.0,33.0,67.0,0
46.5479,10.0,28.0,976.0,12.8232,2.0,2.0,2.0,3.0,7.0,11.0,12.0,21.0,33.0,67.0,0
846.7,7.0,246.0,1256.0,0.0,2.0,3.0,3.0,4.0,6.0,12.0,18.0,27.0,33.0,61.0,0
47.6929,12.0,1.0,1638.0,12.0369,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,32.0,64.0,0
0.154185,3.0,5.0,3.0,11.915,3.0,3.0,3.0,3.0,3.0,5.0,8.0,16.0,32.0,96.0,0
0.123348,3.0,20.0,2.0,11.6267,1.0,1.0,1.0,3.0,5.0,5.0,22.0,25.0,33.0,95.0,0
0.0925113,5.0,6.0,3.0,10.8629,2.0,2.0,3.0,5.0,5.0,5.0,14.0,25.0,33.0,96.0,0
0.0308372,3.0,1.0,1.0,10.1019,2.0,2.0,4.0,4.0,5.0,8.0,12.0,25.0,32.0,95.0,0
0.0616743,4.0,1.0,1.0,10.1599,2.0,2.0,3.0,5.0,5.0,5.0,14.0,25.0,33.0,96.0,0
0.123348,3.0,1.0,1.0,10.1051,3.0,3.0,3.0,3.0,3.0,5.0,8.0,16.0,32.0,96.0,0
0.185022,3.0,2.0,1.0,10.2498,3.0,3.0,3.0,3.0,3.0,5.0,8.0,16.0,32.0,96.0,0
0.370045,4.0,1.0,1.0,10.0376,2.0,2.0,2.0,4.0,5.0,8.0,10.0,24.0,32.0,96.0,0
0.339207,4.0,78.0,10.0,13.0469,2.0,2.0,4.0,6.0,12.0,15.0,22.0,28.0,52.0,101.0,0
3.55169,6.0,95.0,27.0,11.5927,2.0,2.0,4.0,6.0,12.0,15.0,22.0,28.0,52.0,101.0,0
0.0308372,2.0,1.0,2.0,11.5952,1.0,1.0,1.0,3.0,11.0,15.0,20.0,28.0,71.0,96.0,0
0.0616743,2.0,2.0,1.0,10.189,5.0,8.0,9.0,13.0,16.0,17.0,18.0,28.0,65.0,98.0,0
0.123348,3.0,5.0,6.0,12.3059,3.0,3.0,6.0,9.0,15.0,16.0,21.0,29.0,54.0,101.0,0
0.0925113,2.0,1.0,1.0,10.2711,5.0,7.0,9.0,11.0,14.0,17.0,18.0,28.0,65.0,97.0,0
0.215859,3.0,2.0,5.0,12.1707,1.0,1.0,1.0,2.0,3.0,12.0,21.0,30.0,74.0,94.0,0
0.123348,2.0,1.0,1.0,10.5064,5.0,8.0,9.0,13.0,16.0,17.0,18.0,28.0,65.0,98.0,0
5.85374,6.0,18.0,23.0,11.057,2.0,3.0,6.0,9.0,14.0,16.0,21.0,29.0,54.0,101.0,0
48.4841,12.0,34.0,1226.0,11.9357,7.0,7.0,9.0,11.0,16.0,17.0,18.0,28.0,65.0,97.0,0
345.77,12.0,42.0,3964.0,16.5502,4.0,7.0,8.0,10.0,14.0,17.0,18.0,28.0,65.0,96.0,0
504.223,12.0,10.0,2550.0,12.4,6.0,7.0,8.0,11.0,16.0,17.0,18.0,28.0,65.0,97.0,0
778.627,12.0,1.0,2676.0,12.388,1.0,1.0,4.0,9.0,14.0,17.0,17.0,28.0,69.0,95.0,0
833.22,11.0,1.0,649.0,10.3655,2.0,4.0,9.0,12.0,16.0,17.0,18.0,30.0,62.0,98.0,0
882.933,10.0,1.0,146.0,10.2103,7.0,7.0,8.0,11.0,16.0,17.0,18.0,28.0,65.0,97.0,0
948.201,9.0,1.0,118.0,10.4829,2.0,3.0,7.0,14.0,15.0,17.0,20.0,29.0,58.0,99.0,0
1110.24,11.0,1.0,977.0,10.1886,2.0,4.0,5.0,13.0,15.0,16.0,20.0,29.0,56.0,100.0,0
2.31417,9.0,2464.0,815.0,18.4756,8.0,13.0,16.0,19.0,25.0,34.0,46.0,55.0,81.0,117.0,0
0.0925113,6.0,237.0,49.0,16.3838,3.0,3.0,3.0,6.0,20.0,25.0,45.0,53.0,80.0,116.0,0
0.154185,5.0,34.0,31.0,15.3555,5.0,10.0,14.0,18.0,22.0,35.0,46.0,54.0,81.0,117.0,0
0.0925113,2.0,1.0,3.0,10.9633,10.0,13.0,16.0,19.0,25.0,34.0,46.0,55.0,81.0,117.0,0
0.123348,2.0,1.0,3.0,10.3536,3.0,7.0,9.0,15.0,31.0,42.0,47.0,62.0,78.0,117.0,0
0.154185,2.0,1.0,2.0,10.0908,9.0,12.0,17.0,19.0,29.0,38.0,46.0,55.0,81.0,117.0,0
0.185022,2.0,1.0,1.0,10.0037,6.0,11.0,14.0,18.0,22.0,35.0,46.0,54.0,81.0,117.0,0
0.185022,2.0,1.0,2.0,10.1441,5.0,9.0,10.0,15.0,31.0,41.0,47.0,63.0,77.0,117.0,0
0.215859,3.0,1.0,2.0,12.4666,4.0,6.0,14.0,19.0,22.0,35.0,46.0,53.0,81.0,117.0,0
0.246696,4.0,2.0,33.0,11.7854,9.0,12.0,17.0,19.0,29.0,38.0,46.0,55.0,81.0,117.0,0
0.339207,3.0,4.0,1.0,10.2353,1.0,2.0,2.0,2.0,5.0,13.0,31.0,59.0,83.0,117.0,0
0.30837,3.0,1.0,3.0,10.9094,3.0,3.0,5.0,22.0,31.0,40.0,47.0,55.0,79.0,117.0,0
0.400882,3.0,2.0,1.0,10.031,1.0,2.0,2.0,3.0,3.0,9.0,28.0,60.0,84.0,117.0,0
0.493396,3.0,3.0,3.0,10.6935,9.0,13.0,16.0,19.0,25.0,34.0,46.0,55.0,81.0,117.0,0
0.770955,3.0,2.0,3.0,10.4404,10.0,13.0,16.0,19.0,25.0,34.0,46.0,55.0,81.0,117.0,0
0.709273,3.0,1.0,4.0,10.0008,10.0,14.0,16.0,19.0,25.0,34.0,46.0,55.0,81.0,117.0,0
0.956015,3.0,2.0,11.0,11.2474,4.0,7.0,15.0,19.0,30.0,38.0,46.0,55.0,81.0,117.0,0
1.32621,3.0,1.0,5.0,10.2946,9.0,14.0,16.0,19.0,25.0,34.0,46.0,54.0,81.0,117.0,0
3.36582,10.0,1.0,35.0,10.5723,4.0,7.0,15.0,19.0,30.0,38.0,46.0,55.0,81.0,117.0,0
4.63803,4.0,1.0,1.0,10.0008,5.0,10.0,14.0,18.0,22.0,35.0,46.0,54.0,81.0,117.0,0
5.04259,5.0,3.0,4.0,10.4465,9.0,12.0,17.0,19.0,28.0,37.0,46.0,55.0,81.0,117.0,0
20.6958,12.0,2.0,324.0,10.3523,3.0,3.0,3.0,7.0,19.0,27.0,46.0,53.0,80.0,116.0,0
23.9954,12.0,1.0,528.0,10.073,3.0,8.0,9.0,15.0,30.0,41.0,47.0,62.0,78.0,117.0,0
25.8168,11.0,1.0,57.0,10.1502,1.0,1.0,1.0,2.0,6.0,6.0,26.0,61.0,82.0,112.0,0
37.7217,6.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,11.0,57.0,76.0,111.0,0
80.5399,11.0,153.0,1314.0,13.1394,9.0,14.0,16.0,17.0,23.0,34.0,46.0,54.0,81.0,117.0,0
74.2018,6.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,11.0,57.0,76.0,111.0,0
119.358,9.0,25.0,689.0,11.8852,3.0,3.0,3.0,4.0,18.0,24.0,45.0,53.0,80.0,116.0,0
431.639,12.0,20.0,4110.0,16.4399,3.0,3.0,5.0,22.0,31.0,40.0,47.0,55.0,79.0,117.0,0
403.65,12.0,4.0,2608.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,11.0,57.0,76.0,111.0,0
583.194,12.0,2.0,1398.0,10.6301,3.0,4.0,8.0,19.0,31.0,40.0,47.0,55.0,81.0,117.0,0
0.123348,3.0,5.0,2.0,12.6484,4.0,5.0,6.0,10.0,21.0,31.0,48.0,60.0,88.0,117.0,0
0.0308372,2.0,1.0,6.0,12.1478,2.0,3.0,4.0,5.0,11.0,24.0,46.0,59.0,86.0,114.0,0
0.0308372,3.0,1.0,6.0,12.7944,2.0,2.0,3.0,3.0,9.0,14.0,23.0,61.0,91.0,112.0,0
0.185022,4.0,17.0,3.0,13.4545,4.0,5.0,6.0,10.0,21.0,31.0,48.0,60.0,88.0,117.0,0
0.0308372,6.0,6.0,28.0,13.277,2.0,3.0,3.0,3.0,10.0,14.0,23.0,61.0,91.0,112.0,0
0.0616743,2.0,1.0,1.0,10.5208,7.0,9.0,12.0,14.0,26.0,40.0,46.0,63.0,77.0,117.0,0
0.0616743,2.0,1.0,1.0,11.7544,6.0,10.0,12.0,15.0,23.0,40.0,46.0,63.0,78.0,117.0,0
0.0616743,3.0,2.0,8.0,13.9365,2.0,6.0,6.0,9.0,19.0,27.0,49.0,60.0,87.0,114.0,0
0.0925113,3.0,1.0,7.0,12.673,2.0,2.0,2.0,4.0,6.0,15.0,38.0,58.0,90.0,114.0,0
0.0925113,6.0,1.0,1.0,10.0072,4.0,5.0,6.0,9.0,21.0,30.0,48.0,60.0,88.0,116.0,0
0.123348,2.0,2.0,1.0,10.1581,7.0,9.0,12.0,14.0,26.0,40.0,46.0,63.0,77.0,117.0,0
0.215859,5.0,1.0,13.0,11.3458,2.0,2.0,8.0,9.0,18.0,27.0,47.0,60.0,87.0,114.0,0
0.246696,4.0,1.0,1.0,10.1732,6.0,10.0,12.0,14.0,26.0,40.0,46.0,63.0,76.0,117.0,0
0.246696,5.0,4.0,12.0,11.1016,1.0,1.0,1.0,3.0,6.0,11.0,35.0,58.0,91.0,115.0,0
0.339207,5.0,2.0,2.0,10.3597,4.0,5.0,6.0,10.0,21.0,31.0,48.0,60.0,88.0,117.0,0
0.370045,3.0,5.0,3.0,11.42,3.0,6.0,9.0,16.0,21.0,40.0,46.0,63.0,81.0,117.0,0
0.43172,3.0,1.0,7.0,10.8602,1.0,3.0,3.0,7.0,12.0,24.0,51.0,59.0,86.0,114.0,0
0.493396,5.0,1.0,1.0,10.1827,2.0,3.0,4.0,5.0,11.0,24.0,46.0,59.0,86.0,114.0,0
0.585913,3.0,1.0,1.0,10.1198,6.0,12.0,12.0,14.0,25.0,40.0,46.0,63.0,77.0,117.0,0
0.585913,3.0,1.0,6.0,10.376,1.0,2.0,3.0,8.0,11.0,14.0,20.0,57.0,88.0,112.0,0
0.616752,4.0,1.0,1.0,10.049,6.0,11.0,12.0,14.0,23.0,40.0,46.0,63.0,77.0,117.0,0
0.647592,5.0,2.0,7.0,10.3759,2.0,2.0,2.0,4.0,6.0,15.0,38.0,58.0,90.0,114.0,0
3.42777,5.0,4.0,24.0,11.3841,3.0,6.0,9.0,16.0,21.0,40.0,46.0,63.0,81.0,117.0,0
37.9499,8.0,1.0,88.0,10.6798,3.0,7.0,10.0,16.0,21.0,40.0,46.0,63.0,81.0,117.0,0
0.154185,3.0,12.0,5.0,13.1227,1.0,1.0,1.0,1.0,1.0,8.0,31.0,42.0,83.0,108.0,0
0.0308372,3.0,1.0,1.0,10.5546,5.0,6.0,8.0,9.0,11.0,11.0,16.0,57.0,89.0,118.0,0
0.0616743,3.0,2.0,1.0,10.6568,5.0,6.0,8.0,9.0,11.0,11.0,16.0,57.0,89.0,117.0,0
0.0616743,3.0,2.0,1.0,14.6174,6.0,6.0,8.0,21.0,21.0,27.0,28.0,40.0,59.0,128.0,0
0.0925113,2.0,1.0,1.0,10.2654,5.0,6.0,7.0,9.0,11.0,11.0,16.0,57.0,89.0,117.0,0
0.123348,2.0,1.0,1.0,10.2792,3.0,3.0,8.0,8.0,9.0,11.0,15.0,57.0,88.0,119.0,0
0.123348,5.0,1.0,1.0,10.1031,2.0,3.0,5.0,8.0,9.0,11.0,15.0,55.0,88.0,119.0,0
0.339207,5.0,6.0,9.0,11.3877,6.0,6.0,8.0,21.0,21.0,27.0,28.0,40.0,58.0,128.0,0
